"title","description","rating","year","tags","cover"
"Liar Game","""Congratulations! You are 1 of 100,000 people who have been entered in the amazing Liar Game tournament!"" For Nao Kanzaki, an overly-naïve student, receiving this message in the mail was only the beginning of an unending financial and psychological nightmare. Winning the game means riches beyond one’s wildest dreams, while failure means crushing debt. And with no choice but to play the game, Nao quickly turns to Shinichi, a well-known swindler, for help. However, little do the two know just how far the Liar Game goes. Who will win, and who will lose it all?",4.5,2005,"['Seinen', 'Debt', 'High Stakes Games', 'Mind Games', 'Psychological', 'PVE', 'PVP', 'Thriller']","https://cdn.anime-planet.com/manga/primary/liar-game-1-190x271.jpg?t=1625908159"
"Touch Your World","Xie Cheng, who was born unable to see any color, had been living in a black and white world for many years. Until the day he met Bai Lu, who was being chased, he accidentally discovered that he had brilliant colors. What kind of sparks would be created between two very different people together?",4.5,2020,"['BL', 'Manhua', 'Romance', 'Shounen-ai', 'Webtoons', 'Full Color']","https://cdn.anime-planet.com/manga/primary/touch-your-world-1-190x266.jpg?t=1625927976"
"Karina's Last Days (Novel)","The existence of the second child, Karina, who was the successor’s youngest twin and the one who wasn’t as competent as her sibling, has been concealed by the people around her all her life. One day, she finds out that she only has one year left to live. So, she foolishly visited her fiancé, whom she has never had an exchange with. Along with the divorce papers that he longed desired for. “Frankly speaking, I want to stay here for a year.” “….. Are you crazy, Miss?” “I’ll break off the engagement.” But she didn’t know at that time. “It seems that you keep trying to pretend that you don’t know, so I should definitely tell you then.” “Pardon?” “I am fond of you.” It didn’t occur to her that she would receive attention and affection from him without anything in return. So she comes to desire this much for a life without regrets.",4.5,2019,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Nobility', 'Emotional Abuse']","https://cdn.anime-planet.com/manga/primary/karinas-last-days-novel-1-285x399.jpg?t=1646291881"
"The Irregular at Magic High School: Double Seven Arc","April, 2096. Despite all the commotion they were involved in, Tatsuya and Miyuki have safely advanced to become second years. In light of all of Tatsuya's accomplishments, a new curriculum known as the Magical Engineering Course has been established, granting him a new place in school. With his new classes and position as acting student council Vice President, Tatsuya is certain that this year for sure, he'll be able to enjoy a peaceful time at school with his sister...until three new students from elite Numbered families raise hell as first years!!",4.5,2016,"['Action', 'Comedy', 'Drama', 'Romance', 'Sci Fi', 'Shounen', 'Magic', 'Magic School', 'School Life', 'Supernatural', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/the-irregular-at-magic-high-school-double-seven-arc-1-190x270.jpg?t=1625916207"
"My Underachieving Seatmate Doesn’t Need Any Comforting (Novel)","Qiao Shao, who worked hard to stay up all night and study, was first in class — if you count from the bottom. He Shen, who was able to get a perfect score even when he slept all day, in a rare display of kindness, bought a bottle of drink to comfort his stupid seatmate. Then he saw the messages popping up on Qiao Shao’s phone— Dad: Don’t panic, it’s okay if you didn’t do well in the exam. Dad just ordered a new sports car for you. Granddad: Grandson, there’s no need to hurry. It’s alright even if you didn’t do well in your exam. Granddad bought a new yacht for you, come and take a break. Grandpa: Grandson, don’t cry, it’s okay if you didn’t do well in the exam. Grandpa’s billions-worth of properties are all yours. With a blank expression, He Shen threw his 2.5 Yuan worth bottle of drink into the trash.",4.5,2019,"['BL', 'Manhua', 'Romance', 'Shounen-ai', 'Web Novels', 'School Life']","https://cdn.anime-planet.com/manga/primary/my-underachieving-seatmate-doesnt-need-any-comforting-novel-1-190x265.jpg?t=1625928668"
"Father, I Don't Want This Marriage","Juvelian is a villainess so hated by everyone that even her lover and father leave her to die a pitiful death. Just as she’s about to face her fate, she gets the chance to change the course of her story. In order to avoid the tragic end she knows awaits her, she breaks up with her lover and gives up trying to win her father’s love. Instead, she focuses on using his wealth to enjoy her new life to its fullest! But while she prepares for her extravagant life as a lady, her father begins looking for her new suitor. Afraid that he’ll marry her off to the infamously unpredictable and stormy prince, she lands on a desperate solution: a dating contract. And the best candidate is none other than her father’s student.",4.5,2021,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Arranged Marriage', 'Full Color', 'Nobility', 'Person in a Strange World', 'Royalty', 'Transported Into a Novel', 'Villainess', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/father-i-dont-want-this-marriage-1-285x399.jpg?t=1631584097"
"Sha Po Lang (Novel)","In the age of the Great Liang Dynasty, the lives of the people were made convenient with steam-powered machines that run on a fuel named Violetstream Gold. Chang Geng, who lived in a small countryside village, shared a distant relationship with his mother while his stepfather was away most of the year round, and the only people he was close to were two little kids, the village teacher, and his yi fu – adoptive father. But his life was flipped upside down one day following the barbaric Man tribes’ invasion, and it turned out that his entire identity had been an illusion – not only was Chang Geng himself not the country boy he thought he was, but also his mother, his teacher, and even his beloved yi fu…",4.5,2015,"['Action', 'BL', 'Drama', 'Manhua', 'Mecha', 'Romance', 'Sci Fi', 'Shounen-ai', 'Web Novels', 'Ancient China', 'Historical']","https://cdn.anime-planet.com/manga/primary/sha-po-lang-novel-1-190x266.jpg?t=1625922192"
"Hori-san to Miyamura-kun","Izumi Miyamura is a lonely teenager who, despite being very recluse, ends up sharing a secret with a classmate. Her name is Kyoko Hori and he helped her younger brother when he got injured. Both are surprised by how different they look and act outside school. From then on, a peculiar bond is formed between them.",4.5,2007,"['4-koma', 'Comedy', 'Romance', 'Shounen', 'Full Color', 'Romantic Comedy', 'School Life', 'Adapted to Anime', 'Based on a Doujinshi']","https://cdn.anime-planet.com/manga/primary/hori-san-to-miyamura-kun-1-190x261.jpg?t=1625913190"
"Secret Love","The crossovers between a boy and a girl attracted to each other in short moments. Fell in love slowly....",4.5,2020,"['Comedy', 'Manhua', 'Romance', 'Full Color', 'School Life']","https://cdn.anime-planet.com/manga/primary/secret-love-1-190x266.jpg?t=1625924809"
"No Doubt in Us","Li Jie is the Emperor, stoic and confident. Eu-funh is the Empress, headstrong and whimsical. One day, this feuding and distant married couple accidentally falls into a pond mid-argument and wake up... in each other’s bodies. Li Jie (in Eu-funh’s body) must deal with the jealousies of the imperial harem; Eu-funh (in Li Jie’s body) must control the quarreling royal court with her newfound power. As they take a walk in each other’s shoes, can they learn to take this journey forward... together?",4.5,2016,"['Comedy', 'Drama', 'Fantasy', 'Manhua', 'Romance', 'Webtoons', 'Ancient China', 'Body Swapping', 'Full Color', 'Gender Bender', 'Historical', 'Political', 'Royalty', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/no-doubt-in-us-1-285x399.jpg?t=1633868927"
"Minato Shouji Coin Laundry","""I want to grow up quicker, so I can date Minato-san."" Akira Minato inherited his grandfather's coin laundry. And so, the middle-aged former corporate drone, Akira, peacefully ran the well-loved coin laundry. One day, a high-school student, Shintaro Katsuki, enters the coin laundry. Despite the difference in age, they quickly became friends. However, Shintaro suddenly finds out that Akira is gay...",4.5,2019,"['BL', 'Comedy', 'Drama', 'Romance', 'Slice of Life', 'Yaoi', 'Age Gap']","https://cdn.anime-planet.com/manga/primary/minato-shouji-coin-laundry-1-190x271.jpg?t=1625929560"
"The Best Smell","Choi Kanggo was born with a sensitive nose that can smell through a person's feelings. But when a boy who likes him approaches..?!",4.5,2016,"['BL', 'Comedy', 'Manhwa', 'Shounen-ai', 'Webtoons', 'Full Color', 'School Life']","https://cdn.anime-planet.com/manga/primary/the-best-smell-1-190x291.jpg?t=1625914501"
"Your Secret Keeper","Sun is determined to make a good impression at her new job. The only problem is, her boss is an old classmate from high school - the notoriously stuck-up Doyoung - and he’s making her life hell. But the tables turn when Sun discovers her boss’ scandalous secret. After all, if word got out about Doyoung’s night time naughtiness, it could ruin his career. Will Sun make him get on his knees and beg for mercy? Or will they come to a steamy agreement?",4.5,2021,"['Manhwa', 'Romance', 'Webtoons', 'Adult Couples', 'BDSM', 'Boss-Employee Relationship', 'Fetish', 'Full Color', 'Love Triangle', 'Mature Romance', 'Nudity']","https://cdn.anime-planet.com/manga/primary/your-secret-keeper-1-285x399.jpg?t=1630178948"
"SAYE","""I wish to have you by my left shoulder, with a smile by my right-- I wish to run freely in your eyes-- I wish for one look to last a lifetime."" Jiang Cheng, an accomplished student, was ""exiled"" to the steel mill where his biological father worked. This strange, foreign environment, coupled with his rather vulgar biological father, caused Jiang Cheng to feel quite depressed... that is, until one day, he met Gu Fei, the ""Delinquent of the Steel Mill"", by chance. Thus begins the story of Jiang Cheng and Gu Fei, a story of salvation and hope...",4.5,2021,"['BL', 'Drama', 'Manhua', 'Romance', 'Webtoons', 'Yaoi', 'Full Color', 'Psychological', 'School Life', 'Adapted to Anime', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/saye-1-190x266.jpg?t=1625931819"
"Lucky Guy","The most important exam of his life… and Jungsuk blew it. Dumped by his girlfriend and rejected by his college of choice, the future looks bleak. But instead of moping, Jungsuk checks himself into a boarding cram school for a year. Sealed off from the outside world with nothing but a bunch of stressed-out, horny students for company, things start getting steamy in no time. How distracting! Perhaps some one-on-one lessons with the gorgeous, busty Ms. Kang will help him focus? Study hard, Jungsuk. Nice and hard…",4.5,2019,"['Drama', 'Manhwa', 'Romance', 'Webtoons', 'Boarding School', 'Borderline H', 'Full Color', 'School Life', 'Student-Teacher Relationship', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/lucky-guy-1-190x272.jpg?t=1625924803"
"Ookami-sama no Koiwazurai","Haine, a wolf-type beastman, pretty much has ignored humans for all his life. However, he fell in love with human Natsuo and kissed him. The more Haine knows about Natsuo, the more he wants to make Natsuo his. Although this is the first time Haine is seriously in love with another, he still uses the same forcible approach he's always used...?!",4.5,2020,"['BL', 'Fantasy', 'Yaoi', 'Animal Characteristics', 'Interspecies Relationship', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/ookami-sama-no-koiwazurai-1-285x406.webp?t=1641332749"
"I'm the Villainess, So I'm Taming the Final Boss","When her engagement to the prince ends unceremoniously, details of the young noblewoman Aileen’s past life come rushing back and help her realize she’s living inside the world of one of her favorite otome games—as the heroine’s greatest rival! However, her memory has more plot holes than bad fan fiction… and the only certainty is that if she doesn’t do something quick, her death is all but assured. The hero/main-love-interest can’t be relied on, so why not see what the last boss has to say?",4.5,2018,"['Comedy', 'Fantasy', 'Romance', 'Shounen', 'Monsters', 'Nobility', 'Otome Game', 'Political', 'Reincarnation', 'Royalty', 'Supernatural', 'Villainess', 'Adapted to Anime', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/im-the-villainess-so-im-taming-the-final-boss-1-190x285.jpg?t=1625920855"
"Buddha","The time is several millennia ago; the place is India. Droughts and famine plague the country, and its people are forced into a strict caste system that rewards only the elite cream of the crop. Across the land animals and Brahmin alike rejoice, for the blessed child with a birthright to become a god is about to be born. His name is Siddhartha Gautama, later to be known as the Buddha. However, Siddhartha's life will not be an easy one. He will experience love and loss, learn about the value of life and influence the lives of many, including Tatta and Pariah, Bandaka the bandit and countless others.",4.5,1972,"['Drama', 'Shounen', 'Biographies', 'Buddhism', 'Historical', 'India', 'Prophecy', 'Psychic Powers', 'Religion', 'Royalty', 'Mature Themes', 'Nudity', 'Physical Abuse', 'Violence', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/buddha-1-190x254.jpg?t=1625908065"
"Baby Steps","Maruo Eiichirou (Ei-Chan), a first year honor student, one day decides he's unhappy with the way things are and lacks exercise. His mother gives him a flyer for the local Tennis Club and he decides to check it out. He's instantly captivated by it. With no prior experience and poor physical conditioning, join Ei-Chan as he embarks on a tennis journey using his smarts, dedication and work ethic.",4.5,2007,"['Drama', 'Romance', 'Shounen', 'Sports', 'School Life', 'Tennis', 'Tournaments', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/baby-steps-1-190x283.jpg?t=1625908626"
"Daytime Shooting Star","After arriving in Tokyo to live with her uncle, Suzume collapses in a nearby park when she remembers once seeing a shooting star during the day. A handsome stranger brings her to her new home and tells her they’ll meet again. Suzume starts her first day at her new high school sitting next to a boy who blushes furiously at her touch. And her homeroom teacher is none other than the handsome stranger!",4.5,2011,"['Drama', 'Romance', 'Shoujo', 'Age Gap', 'Love Triangle', 'School Life', 'Student-Teacher Relationship', 'Transfer Students']","https://cdn.anime-planet.com/manga/primary/daytime-shooting-star-1-190x285.jpg?t=1625911185"
"Naruto","Once, the ninja village of Konohagakure was attacked by an evil nine-tailed fox spirit. This demon slaughtered many people until the leader of Konohagakure, the 4th Hokage, sacrificed his life to seal the fox inside a newborn child - Naruto Uzumaki. Now, twelve years later, Naruto is a member of the Ninja Academy; but due to his past Naruto is shunned by the rest of the village, and since he has no friends or family he plays the part of class idiot to get attention. However, he is determined to gain respect by becoming the next Hokage - the most powerful shinobi in the village. With his apparent lack of abilities, will Naruto be able to realize his goal through determination alone?",4.5,1999,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Hand to Hand Combat', 'Japanese Mythology', 'Ninja', 'Revenge', 'Rivalries', 'Weak to Strong', 'Violence', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/naruto-1-285x426.jpg?t=1634713118"
"Ending Maker (Novel)","Two heroes of the game Legend of Heroes 2 that were rotten water. Kang Jin-ho in the first place and Hong Yoo Hee in the second place. One day, I opened my eyes and reincarnated as a character in the game. “Hey…you too?” “Hey…me too!” The ending of Legend of Heroes 2 is the destruction of the human world. But if there’s two of us and we’re not alone. If it is also the #1 and #2 in the server rankings. The path of rotten water begins for a perfect happy ending!...",4.5,2019,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Martial Arts']","https://cdn.anime-planet.com/manga/primary/ending-maker-novel-1-190x266.jpg?t=1625930183"
"Please Marry Me Again, Husband!","In the middle of a sea of yellow flowers in the garden is my husband, Kardi. ""You told me you liked these flowers before."" A sweet man who remembers words spoken in the past and makes a field filled with daffodils. Even if it could be quite selfish, I'm happy everyday knowing that I won't lose you. Even if I die on your behalf. ""I've never regretted being your partner."" ""Of the thirty years I've lived, these 10 years with you have been the happiest."" People would call it a tragedy, but the most peaceful time of my life was my time spent with you. ""I love you, Kardi."" Even if I go back in time, what I have to do is decided. I'm going to meet Kardi again.",4.5,2021,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/please-marry-me-again-husband-1-285x400.webp?t=1645103049"
"The Legend of Zelda: Twilight Princess","Link once trained in swordsmanship, hoping to protect the world of Hyrule. After a fateful meeting, he sought out the anonymity and peace of life in a small village. But danger and adventure always find heroes to set things right, and when the dark minions of the King of Shadows threaten his new home, Link answers the call!",4.5,2016,"['Action', 'Adventure', 'Fantasy', 'Based on a Video Game']","https://cdn.anime-planet.com/manga/primary/the-legend-of-zelda-twilight-princess-1-190x285.jpg?t=1625914756"
"You’ve Got The Wrong House, Villain (Novel)","As if it wasn’t enough for me to be reincarnated as a child in the slums, I was taken to a city of crime and became a test subject. But then, when I saw the man that came to destroy the research institute, I realized that this place was the world of Piper, a reverse harem novel. While living a relatively normal life after escaping from the institute, the heroine of the novel moved in next door. From the looks of it, I might be the heroine’s neighbor extra. Originally, the heroine was to save the unconscious and fatally wounded villain and in return, be subject to a fanatical obsession. But, why. Why is the sub-villain collapsed in front of my house? The sub-villain, Lakis Avalon, was the king of the underworld and the very same frightening man that I had met at the institute before. I took a moment’s glance around then I kicked the man’s body away.",4.5,2019,"['Comedy', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Person in a Strange World', 'Reincarnation', 'Transported Into a Novel']","https://cdn.anime-planet.com/manga/primary/youve-got-the-wrong-house-villain-novel-1-190x266.jpg?t=1625923812"
"Ascendance of a Bookworm - Part 3","Myne, who was aimed at for her magical power by nobles, decided to part ways with her family and friends. Renamed ""Rozemyne"" she starts a new life as the adopted daughter of a lord so that no danger will befall those important to her. However, her days in the noble society were harsh. In addition to intense special training to learn ceremonies and etiquette, the responsibility of presiding over the temple and the orphanage is heavy. It is too much for a sickly little girl... However, the reward for this from the head priest was ""the key to the temple library!"" A biblio-fantasy written for book lovers and bookworms! The third part begins!",4.5,2018,"['Drama', 'Fantasy', 'Slice of Life', 'Isekai', 'Library', 'Magic', 'Modern Knowledge', 'Person in a Strange World', 'Reincarnation', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/ascendance-of-a-bookworm-part-3-1-190x270.jpg?t=1625921117"
"Kikaiji Kake no Marie","Marie gets hired to be a maid. But not just any maid... A robot maid!? How will she get through her new life pretending to be an emotionless mechanical maid?",4.5,2020,"['Action', 'Comedy', 'Drama', 'Romance', 'Shoujo', 'Maids']","https://cdn.anime-planet.com/manga/primary/kikaiji-kake-no-marie-1-190x299.jpg?t=1625928065"
"Chihayafuru","Chihaya Ayase is a famous beauty at her school, but she’s far from a conventional girl. Three years ago in her final year of elementary school, Chihaya and her friend Taichi became infatuated with the card game, Karuta, after connecting with a lonely boy named Arata Wataya. But when the trio graduated from elementary school, they each went their separate ways but shared one common goal: to excel in the game and meet each other at the national championships. Now, Chihaya is attempting to share her passion for the game by creating a competitive Karuta club at school, but when she reunites with Taichi it seems that maybe she’s the only one with the intention of fulfilling their childhood promise...",4.5,2007,"['Drama', 'Josei', 'Romance', 'Sports', 'Love Triangle', 'School Club', 'School Life', 'Tournaments', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/chihayafuru-1-190x286.jpg?t=1625909243"
"Saving My Sweetheart","Despite being the daughter of the Holy Empire’s most revered divine leader, Leticia is rumored to be a ruthless, bloodthirsty tyrant. The thing is… none of the rumors are true! After years of living as her vindictive mother’s scapegoat, Leticia is ultimately cursed to die if she doesn’t kill her beloved husband, King Ditrian, with her own two hands. But when the clock miraculously resets to mere days before their wedding, she gets a second chance to save not only Ditrian, but his entire kingdom. This time, will the world recognize the real Leticia before it’s too late, or is history doomed to repeat itself?",4.5,2021,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Royalty', 'Second Chance', 'Time Travel', 'Emotional Abuse', 'Mature Themes', 'Physical Abuse', 'Based on a Web Novel', 'Domestic Abuse']","https://cdn.anime-planet.com/manga/primary/saving-my-sweetheart-1-285x429.jpg?t=1628026586"
"My Summer of You","Chiharu Saeki and Wataru Toda are two high school students who share a common hobby: They love to watch movies. After they meet, they become fast friends, until one day, when Chiharu confesses his love for Wataru. Wataru says that Chiharu's confession doesn't bother him, and the boys continue throughout their summer, going to pilgrimages to see film spots from their favorite movies. But the more time he spends with Chiharu, Wataru realizes he may not only be as unaffected by Chiharu's confession as he claimed to be, but those feels may also be mutual.",4.5,2017,"['BL', 'Drama', 'Romance', 'Shounen-ai', 'School Life']","https://cdn.anime-planet.com/manga/primary/my-summer-of-you-1-190x272.jpg?t=1625916571"
"Fairy Tail: 100 Years Quest","A wizard's job is never done! Natsu, Lucy, Happy, Erza, and the whole Fairy Tail guild are back in action! And they've decided to tackle the “100 Years Quest”— a job no one's dared take on since the founding of the guild more than a century ago. A mysterious town, a baffling spirit, a ghastly new enemy... and a brand-new continent to explore. When you're with real friends, the adventures never stop!",4.5,2018,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Elemental Powers', 'Magic', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/fairy-tail-100-years-quest-1-190x287.jpg?t=1625918524"
"Pharaoh's Concubine","She is a girl that everyone loves but she cannot speak of the love she has for her brother because her brother already loves someone else. In despair, she gets dragged into Ancient Egypt by a snake-shaped bracelet that is engraved with a three-thousand-year-old love oath. There, she meets the Pharoah’s heir, a party boy.",4.5,2015,"['Adventure', 'Fantasy', 'Manhua', 'Romance', 'Webtoons', 'Africa', 'Egypt', 'Full Color', 'Historical', 'Person in a Strange World', 'Royalty', 'Time Travel']","https://cdn.anime-planet.com/manga/primary/pharaohs-concubine-1-190x258.jpg?t=1625917412"
"I Found a Husband When I Picked up the Male Lead","Her family used all their money for her extravagance and luxuries and brought a crisis of bankruptcy. While trying to figure out how to pay off their debts, she found a leaflet from the duke looking for a lost child. The reward is so much money that you can play and eat even after you pay off your debts! Following the memories of reading this book, right away, Lizelle picked up the boy who was caught in a trash in a poor village. She took the lost Lapel and went to the duke. “This is the child the Duke is looking for.” Duke Chester said, looking at me with a doubtful glance. “I need confirmation, so you should stay with my child in this house for the time being.” The strange cohabitation of the three people started like that. However, Lapel keeps thinking of me as a mother and won’t let her leave.",4.5,2022,"['Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Childcare', 'Full Color', 'Nobility', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/i-found-a-husband-when-i-picked-up-the-male-lead-1-285x399.webp?t=1642480525"
"The Lady with a Mask","By day Viola Lim is a secretary, but by night she’s secretly a children’s storybook author under the pen name Violet. Too talented to be just an office worker, she created The Child with A Mask to escape her terrible boss, Harrison Kwon. Sure, he’s attractive, intelligent, but he’s also super rude! And now, he wants to find the creator of the book. How long can she keep her identity secret? And why does her boss want to meet her…",4.5,2018,"['Comedy', 'Drama', 'Manhwa', 'Romance', 'Webtoons', 'Adult Couples', 'Boss-Employee Relationship', 'CEOs', 'Full Color', 'Mature Romance', 'Writers']","https://cdn.anime-planet.com/manga/primary/the-lady-with-a-mask-1-285x398.webp?t=1650579695"
"The Boy and The Beast","Fleeing tragedy and mistreatment, a young boy named Ren hides among the crowds in Tokyo's busy Shibuya ward. His efforts to run away are more successful than he realizes when he ends up in the world of the beasts! A rough-living bear named Kumatetsu gives Ren a new life and a new name--Kyuta--but is Kumatetsu really up to the job of being a mentor?",4.5,2015,"['Adventure', 'Fantasy', 'Shounen', 'Anthropomorphic', 'Isekai', 'Non-Human Protagonists', 'Person in a Strange World', 'Based on an Anime']","https://cdn.anime-planet.com/manga/primary/the-boy-and-the-beast-1-190x285.jpg?t=1625914576"
"How to Live as the Enemy Prince (Novel)","After his death, Bern awakens 10 years into the past as the third prince of Kailis, the enemy country. He became a weak and incompetent prince who was to be assassinated before turning 15-years-old.",4.5,2018,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Manhwa', 'Web Novels', 'Cancelled', 'Historical', 'Royalty', 'Time Travel']","https://cdn.anime-planet.com/manga/primary/how-to-live-as-the-enemy-prince-novel-1-190x266.jpg?t=1625924671"
"Light and Shadow (Novel)","It’s a rude insult when lowly and headstrong servant Edna comes to marry Duke Eli, instead of the noble daughter he expected. But the ambitious maid hides an even bigger secret behind her obvious ruse – one that could change the kingdom’s very history. Can the two find freedom, redemption – and love – without drawing their swords on each other?",4.5,2011,"['Drama', 'Manhwa', 'Romance', 'Web Novels', 'Historical', 'Mature Romance', 'Nobility', 'Explicit Sex', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']","https://cdn.anime-planet.com/manga/primary/light-and-shadow-novel-1-190x266.jpg?t=1625922149"
"Avatar: The Last Airbender - The Search","Avatar Aang travels to the spirit world to parley with an ancient power, bringing Fire Lord Zuko ever closer to discovering the truth about his mothers fateand his own past. Yet Zukos sister Azula is becoming increasingly dangerous, threatening to ruin everything that Zuko, Aang, Katara, and Sokka have struggled to achieve on their search!",4.5,2013,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'OEL', 'Romance', 'Shounen', 'Elemental Powers', 'Full Color', 'Supernatural', 'Based on a Cartoon']","https://cdn.anime-planet.com/manga/primary/avatar-the-last-airbender-the-search-1-190x285.jpg?t=1625916881"
"A Man's Man","Yuhyeon becomes the youngest CEO of Hansung, a successful electronics company built on toxic work culture, but nobody he cares about is there to celebrate with him. After a night of drinking and wondering if he could change the past, he wakes up the next morning, 20 years younger at the beginning of his career. Armed with the experience and insights that made him CEO, Yuhyeon begins to revisit broken relationships and battle the enablers of Hansung’s cut-throat work environment. But he does not yet know how changing the past will affect his future...",4.5,2020,"['Action', 'Drama', 'Manhwa', 'Sci Fi', 'Webtoons', 'Full Color', 'Second Chance', 'Time Travel', 'Work Life', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/a-mans-man-1-190x266.jpg?t=1625929463"
"Sacrificial Princess and the King of Beasts","A young girl has resigned herself to being the next sacrificial meal for the Beast King...but the king is no mere monster! Love is more than skin-deep in this gorgeous fantasy manga.",4.5,2015,"['Drama', 'Fantasy', 'Romance', 'Shoujo', 'Interspecies Relationship', 'Mansion', 'Non-Human Protagonists', 'Royalty', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/sacrificial-princess-and-the-king-of-beasts-1-190x285.jpg?t=1625914715"
"Chichi to Hige Gorira to Watashi","After losing her mother to a tragic accident, 6-year old tomboy, Michiru, finds a suspicious person moving into her precious home: her dad’s giant younger brother Kouji, the “Beard Gorilla”. While awkward at first, it doesn’t take long for the two to develop a familiar bond that looks more like that of a brother and a sister, than that of niece & uncle.",4.5,2011,"['4-koma', 'Comedy', 'Slice of Life', 'Childcare', 'Family Life', 'Single Parent']","https://cdn.anime-planet.com/manga/primary/chichi-to-hige-gorira-to-watashi-1-190x277.jpg?t=1625916638"
"Case Closed","Shinichi Kudo is a famous teenage detective who follows in the footsteps of his favorite hero, Sherlock Holmes, solving difficult cases with ease. One day, while investigating suspicious activity during one of his cases, he was captured and forced to try a deadly experimental drug which ended up being less than fatal, shrinking his body to the age of seven. To cope with the new appearance, he took on a new name, Conan Edogawa. Can he, with his new alias and help of friends and family, capture the culprit?",4.5,1994,"['Adventure', 'Drama', 'Mystery', 'Romance', 'Shounen', 'Age Transformation', 'Crime', 'Detectives', 'Violence', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/case-closed-1-190x285.jpg?t=1625908147"
"Scents of Seasons: Late Blossom","It is said that humans are unable to hide 3 things: Compromise, Poverty and Love. Xiaomi has always been in love with the popular Jiang Xi since middle school...",4.5,2018,"['BL', 'Manhua', 'Romance', 'Shounen-ai', 'Webtoons', 'Adult Couples', 'Childcare', 'Full Color', 'Mature Romance', 'Omegaverse', 'Secret Child', 'Unrequited Love', 'Bullying', 'Emotional Abuse']","https://cdn.anime-planet.com/manga/primary/scents-of-seasons-late-blossom-1-190x266.jpg?t=1625920513"
"My Stepmother's Friends","""I have seen you in the videos!"" He finds his beautiful stepmother and her friends’ secrets and gets deeply tangled up with them.",4.5,2020,"['Manhwa', 'Webtoons', 'Borderline H', 'Full Color', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/my-stepmothers-friends-1-190x266.jpg?t=1628196092"
"The Quintessential Quintuplets","One day, a poor high school second-year named Futaro Uesugi comes across a private tutoring gig with good pay. But his pupils are his classmates!! And they're quintuplets!! A-and they're all gorgeous girls, but they're also troublemakers who hate to study and are on the verge of flunking out! And his first task is simply gaining the sisters' trust?! Every day is a party! The curtain is rising on the Nakano quintuplets' quirky romantic comedy with five times the cute!! ",4.5,2017,"['Comedy', 'Drama', 'Harem', 'Romance', 'Shounen', 'School Life', 'Siblings', 'Tutors', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/the-quintessential-quintuplets-1-190x285.jpg?t=1625916483"
"I’m the Max-Level Newbie","Kang Jinhyeok, a gaming streamer and content creator, is the only person who has cleared the game, [Tower of Trials]. However, as the game’s popularity declines, it becomes increasingly difficult for him to continue making a living as a content creator. Jinhyeok prepares to end his 11-year-long relationship with the game and say goodbye to his humble group of subscribers. But on that very day, the Tower of Trials appears in reality with a message saying that humanity will perish unless all players clear each floor within 90 days. Jinhyeok, who knows the game better than anyone, decides to use his knowledge to his advantage and dominate the tower. It’s time to show everyone what a hardcore gamer can do! ",4.5,2021,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/im-the-max-level-newbie-1-285x399.webp?t=1640371698"
